row_index,career,split
10408,Swift Developer,train
10409,Product Designer,train
10410,iOS Developer,train
10411,QA Engineer,train
10412,Game Developer,train
10413,Network Engineer,train
10414,Swift Developer,train
10415,Cybersecurity Analyst,train
10416,Frontend Developer,train
10417,WordPress Developer,train
10418,React Native Developer,train
10419,Network Engineer,train
10420,Platform Engineer,train
10421,Cybersecurity Analyst,test
10422,Platform Engineer,train
10423,Low Code Developer,test
10424,Low Code Developer,train
10425,Cloud Security Engineer,train
10426,Electrical Engineer,test
10427,Cloud Security Engineer,test
10428,Site Reliability Engineer,train
10429,CTO,train
10430,.NET Developer,train
10431,MLOps Engineer,train
10432,Backend Developer,train
10433,iOS/Android Cross Platform Developer,test
10434,Cloud Security Engineer,test
10435,Graphic Designer,train
10436,Software Architect,train
10437,Technical Project Manager,train
10438,DevSecOps Engineer,train
10439,R Developer,train
10440,Android Developer,train
10441,Cloud Data Engineer,train
10442,Software Architect,train
10443,Low Code Developer,train
10444,Python Developer,train
10445,VLSI Engineer,train
10446,PHP Developer,train
10447,Database Administrator,test
10448,AI Engineer,train
10449,Technical Project Manager,train
10450,Robotics Engineer,train
10451,Product Manager,train
10452,Full Stack Machine Learning Engineer,test
10453,Application Security Engineer,train
10454,Firmware Engineer,train
10455,Technical Writer,train
10456,Blockchain Developer,train
10457,Cloud Engineer,train
10458,Scala Developer,train
10459,Cloud Security Engineer,train
10460,Robotics Engineer,train
10461,Site Reliability Engineer,train
10462,Network Security Engineer,train
10463,iOS Developer,train
10464,Digital Marketing Tech,train
10465,Network Security Engineer,train
10466,Firmware Engineer,test
10467,Salesforce Developer,train
10468,QA Engineer,train
10469,CTO,train
10470,Fintech Developer,train
10471,Data Engineer,train
10472,Helpdesk Technician,train
10473,Kubernetes Engineer,train
10474,Systems Administrator,test
10475,Site Reliability Engineer (SRE),test
10476,Network Engineer,test
10477,Systems Administrator,test
10478,Frontend Developer,train
10479,Low Code Developer,train
10480,Firmware Engineer,test
10481,UI/UX Designer,train
10482,VLSI Engineer,train
10483,Signal Processing Engineer,train
10484,Computer Vision Engineer,test
10485,Signal Processing Engineer,train
10486,Network Security Engineer,train
10487,Fullstack Developer,train
10488,React Native Developer,train
10489,IoT Engineer,test
10490,WordPress Developer,train
10491,Full Stack Machine Learning Engineer,train
10492,Firmware Engineer,train
10493,IT Support Specialist,train
10494,SOC Analyst,train
10495,Application Security Engineer,test
10496,AI Engineer,train
10497,R Developer,test
10498,Site Reliability Engineer,train
10499,Site Reliability Engineer (SRE),test
10500,Python Developer,train
10501,Electrical Engineer,train
10502,.NET Developer,train
10503,Data Scientist,train
10504,AI Engineer,train
10505,Computer Hardware Engineer,test
10506,Automation Engineer,train
10507,Robotics Engineer,train
10508,R Developer,train
10509,Cloud Engineer,test
10510,Site Reliability Engineer (SRE),train
10511,COBOL Developer,train
10512,IT Auditor,train
10513,Site Reliability Engineer (SRE),train
10514,Helpdesk Technician,train
10515,Penetration Tester,train
10516,IoT Developer,test
10517,UI/UX Designer,train
10518,Research Scientist (AI),train
10519,Swift Developer,train
10520,Python Developer,train
10521,Site Reliability Engineer,test
10522,DevSecOps Engineer,train
10523,Rust Developer,test
10524,UI/UX Designer,train
10525,GraphQL Developer,train
10526,MLOps Engineer,train
10527,Enterprise Architect,train
10528,iOS Developer,train
10529,Business Intelligence Developer,train
10530,Electrical Engineer,train
10531,MLOps Engineer,train
10532,R Developer,train
10533,Low Code Developer,train
10534,COBOL Developer,train
10535,Systems Administrator,train
10536,AI Safety Engineer,train
10537,Software Architect,train
10538,MLOps Engineer,test
10539,GraphQL Developer,train
10540,Frontend Developer,train
10541,Flutter Developer,train
10542,IoT Developer,train
10543,Business Intelligence Developer,train
10544,Penetration Tester,train
10545,Frontend Developer,train
10546,SEO Specialist,train
10547,Swift Developer,test
10548,.NET Developer,train
10549,Business Analyst,train
10550,Application Security Engineer,train
10551,Kubernetes Engineer,train
10552,Ruby Developer,train
10553,Data Scientist,test
10554,Cybersecurity Analyst,test
10555,Rust Developer,test
10556,Firmware Engineer,train
10557,Research Scientist (AI),train
10558,Data Scientist,train
10559,Firmware Engineer,train
10560,Computer Hardware Engineer,train
10561,AI Engineer,train
10562,Software Architect,train
10563,AR/VR Developer,train
10564,UI/UX Designer,train
10565,Enterprise Architect,train
10566,IT Manager,train
10567,Database Administrator,train
10568,Technical Project Manager,test
10569,Data Engineer,train
10570,Software Architect,train
10571,Scrum Master,test
10572,Python Developer,train
10573,WordPress Developer,train
10574,R Developer,train
10575,Site Reliability Engineer,train
10576,Computer Vision Engineer,train
10577,UI/UX Designer,train
10578,Product Designer,train
10579,Database Administrator,train
10580,Product Designer,train
10581,WordPress Developer,train
10582,Kubernetes Engineer,train
10583,IoT Engineer,test
10584,QA Engineer,train
10585,Product Designer,train
10586,Platform Engineer,train
10587,PHP Developer,test
10588,Solutions Engineer,test
10589,Blockchain Developer,test
10590,Blockchain Developer,train
10591,AWS Solutions Architect,train
10592,Frontend Developer,train
10593,Solutions Engineer,train
10594,Backend Developer,test
10595,SOC Analyst,train
10596,Swift Developer,test
10597,Electrical Engineer,train
10598,IT Auditor,test
10599,Backend Developer,train
10600,Security Engineer,train
10601,Data Engineer,test
10602,Big Data Engineer,train
10603,Quantitative Analyst,test
10604,IT Auditor,train
10605,IoT Developer,train
10606,React Developer,train
10607,Machine Learning Engineer,train
10608,Machine Learning Engineer,train
10609,Firmware Engineer,train
10610,Security Engineer,train
10611,AI Engineer,train
10612,Big Data Engineer,test
10613,Database Administrator,train
10614,SEO Specialist,test
10615,Database Administrator,train
10616,React Developer,train
10617,CTO,train
10618,DevSecOps Engineer,train
10619,Swift Developer,test
10620,Network Security Engineer,train
10621,GraphQL Developer,train
10622,Cloud Security Engineer,train
10623,Low Code Developer,test
10624,Flutter Developer,test
10625,Kubernetes Engineer,test
10626,R Developer,train
10627,Computer Hardware Engineer,train
10628,SEO Specialist,test
10629,Fullstack Developer,train
10630,Salesforce Developer,train
10631,COBOL Developer,test
10632,Machine Learning Engineer,train
10633,React Developer,train
10634,AI Safety Engineer,train
10635,Machine Learning Engineer,train
10636,Embedded Systems Engineer,train
10637,IoT Developer,train
10638,Data Scientist,train
10639,DevOps Engineer,train
10640,Quantitative Analyst,train
10641,GraphQL Developer,train
10642,Quantitative Analyst,train
10643,NLP Engineer,train
10644,React Developer,train
10645,Operations Research Analyst,train
10646,Firmware Engineer,train
10647,Computer Hardware Engineer,train
10648,Site Reliability Engineer,train
10649,Enterprise Architect,test
10650,Fintech Developer,test
10651,Product Designer,train
10652,Embedded Systems Engineer,train
10653,Product Designer,train
10654,Python Developer,train
10655,Network Security Engineer,train
10656,NLP Engineer,train
10657,Electrical Engineer,train
10658,AI Engineer,train
10659,IT Auditor,test
10660,R Developer,train
10661,Site Reliability Engineer (SRE),train
10662,Java Developer,train
10663,Frontend Developer,train
10664,Quantitative Analyst,train
10665,Java Developer,train
10666,VLSI Engineer,train
10667,Rust Developer,test
10668,DevSecOps Engineer,train
10669,Data Engineer,train
10670,Computer Hardware Engineer,train
10671,iOS/Android Cross Platform Developer,train
10672,Helpdesk Technician,train
10673,Firmware Engineer,train
10674,Data Governance Analyst,train
10675,Rust Developer,train
10676,Business Analyst,train
10677,Scala Developer,train
10678,Electrical Engineer,train
10679,Frontend Developer,train
10680,Enterprise Architect,train
10681,React Developer,train
10682,PHP Developer,train
10683,DevOps Engineer,test
10684,DevSecOps Engineer,train
10685,Full Stack Machine Learning Engineer,train
10686,Flutter Developer,train
10687,UI/UX Designer,train
10688,Data Scientist,train
10689,Database Administrator,train
10690,NLP Engineer,train
10691,Penetration Tester,train
10692,React Developer,train
10693,Data Governance Analyst,train
10694,Business Intelligence Developer,train
10695,Data Engineer,test
10696,IT Support Specialist,train
10697,DevOps Engineer,train
10698,AI Engineer,train
10699,QA Engineer,train
10700,Prompt Engineer,train
10701,Electrical Engineer,train
10702,VLSI Engineer,test
10703,Automation Engineer,train
10704,UI/UX Designer,train
10705,DevSecOps Engineer,train
10706,Business Analyst,train
10707,Fullstack Developer,train
10708,IoT Developer,train
10709,Security Engineer,train
10710,Platform Engineer,test
10711,Cloud Data Engineer,train
10712,AI Engineer,train
10713,Machine Learning Engineer,train
10714,Graphic Designer,train
10715,Full Stack Machine Learning Engineer,train
10716,Research Scientist (AI),train
10717,Network Security Engineer,test
10718,VLSI Engineer,train
10719,Backend Developer,train
10720,React Native Developer,test
10721,Data Engineer,train
10722,Computer and Information Research Scientist,train
10723,UI/UX Designer,test
10724,Software Architect,train
10725,Systems Administrator,train
10726,Database Administrator,train
10727,UI/UX Designer,train
10728,Firmware Engineer,train
10729,IoT Engineer,train
10730,Business Intelligence Developer,train
10731,Big Data Engineer,train
10732,Embedded Systems Engineer,train
10733,GraphQL Developer,train
10734,COBOL Developer,train
10735,QA Engineer,train
10736,Data Scientist,train
10737,Scala Developer,test
10738,Graphic Designer,test
10739,Scala Developer,train
10740,AR/VR Developer,train
10741,Signal Processing Engineer,train
10742,Network Security Engineer,train
10743,AI Engineer,train
10744,Application Security Engineer,train
10745,NLP Engineer,train
10746,Penetration Tester,train
10747,Quantitative Analyst,test
10748,Cybersecurity Analyst,train
10749,Cloud Engineer,test
10750,Frontend Developer,train
10751,Technical Writer,train
10752,Big Data Engineer,train
10753,AI Safety Engineer,train
10754,Low Code Developer,train
10755,Fullstack Developer,train
10756,Blockchain Developer,test
10757,Helpdesk Technician,train
10758,AI Engineer,train
10759,DevOps Engineer,train
10760,Swift Developer,train
10761,Data Analyst,test
10762,Blockchain Developer,test
10763,Penetration Tester,train
10764,Systems Administrator,train
10765,Cloud Security Engineer,train
10766,Prompt Engineer,train
10767,Product Designer,train
10768,Backend Developer,train
10769,Helpdesk Technician,train
10770,Embedded Systems Engineer,train
10771,SOC Analyst,train
10772,Data Scientist,train
10773,Prompt Engineer,train
10774,Data Scientist,train
10775,Data Governance Analyst,train
10776,IoT Engineer,train
10777,Java Developer,train
10778,IT Manager,train
10779,QA Engineer,train
10780,Graphic Designer,train
10781,Product Manager,train
10782,Application Security Engineer,train
10783,Electrical Engineer,test
10784,Platform Engineer,test
10785,R Developer,test
10786,R Developer,train
10787,Product Manager,train
10788,Site Reliability Engineer (SRE),train
10789,Network Security Engineer,train
10790,GraphQL Developer,train
10791,IoT Developer,test
10792,Full Stack Machine Learning Engineer,train
10793,Graphic Designer,train
10794,Computer Vision Engineer,test
10795,Android Developer,train
10796,Backend Developer,train
10797,R Developer,train
10798,UI/UX Designer,train
10799,Salesforce Developer,train
10800,Rust Developer,train
10801,Data Governance Analyst,test
10802,Data Governance Analyst,train
10803,Cloud Engineer,train
10804,Big Data Engineer,train
10805,Ruby Developer,train
10806,IT Manager,train
10807,Graphic Designer,train
10808,Android Developer,train
10809,Computer and Information Research Scientist,train
10810,Signal Processing Engineer,train
10811,Data Scientist,train
10812,Cybersecurity Analyst,train
10813,Penetration Tester,test
10814,Game Developer,test
10815,SEO Specialist,test
10816,Rust Developer,test
10817,SEO Specialist,train
10818,SOC Analyst,train
10819,Security Engineer,train
10820,Data Analyst,train
10821,IT Manager,train
10822,Business Analyst,train
10823,Research Scientist (AI),test
10824,Automation Engineer,train
10825,Java Developer,test
10826,iOS Developer,test
10827,AWS Solutions Architect,train
10828,iOS/Android Cross Platform Developer,train
10829,iOS Developer,train
10830,Backend Developer,train
10831,Research Scientist (AI),test
10832,Solutions Engineer,test
10833,Electronics Engineer,train
10834,MLOps Engineer,train
10835,Firmware Engineer,train
10836,R Developer,train
10837,Systems Administrator,train
10838,Automation Engineer,train
10839,DevOps Engineer,train
10840,Prompt Engineer,test
10841,Electronics Engineer,train
10842,Kubernetes Engineer,train
10843,Systems Administrator,test
10844,Cybersecurity Analyst,train
10845,Scala Developer,test
10846,WordPress Developer,train
10847,Salesforce Developer,train
10848,Embedded Systems Engineer,test
10849,Automation Engineer,train
10850,Data Scientist,train
10851,Technical Project Manager,train
10852,Network Security Engineer,train
10853,SOC Analyst,train
10854,Prompt Engineer,train
10855,.NET Developer,train
10856,Security Engineer,train
10857,MLOps Engineer,train
10858,Go Developer,train
10859,React Developer,train
10860,Cloud Engineer,train
10861,QA Engineer,test
10862,Embedded Systems Engineer,train
10863,UI/UX Designer,train
10864,React Native Developer,train
10865,Fullstack Developer,train
10866,Backend Developer,train
10867,Frontend Developer,train
10868,WordPress Developer,train
10869,Data Governance Analyst,train
10870,Product Designer,train
10871,Enterprise Architect,test
10872,Security Engineer,train
10873,Penetration Tester,train
10874,IoT Developer,train
10875,Data Governance Analyst,train
10876,Backend Developer,train
10877,NLP Engineer,test
10878,Technical Project Manager,train
10879,Quantitative Analyst,train
10880,Automation Engineer,train
10881,Low Code Developer,train
10882,Signal Processing Engineer,train
10883,Cloud Security Engineer,train
10884,Automation Engineer,train
10885,DevOps Engineer,train
10886,VLSI Engineer,train
10887,NLP Engineer,train
10888,Data Analyst,train
10889,WordPress Developer,train
10890,AI Safety Engineer,train
10891,WordPress Developer,train
10892,Firmware Engineer,train
10893,Technical Project Manager,train
10894,Full Stack Machine Learning Engineer,train
10895,Firmware Engineer,train
10896,Machine Learning Engineer,test
10897,COBOL Developer,train
10898,Big Data Engineer,train
10899,ERP Developer,test
10900,Platform Engineer,train
10901,Data Engineer,test
10902,Embedded Systems Engineer,train
10903,Big Data Engineer,train
10904,Go Developer,test
10905,Data Analyst,train
10906,PHP Developer,train
10907,Security Engineer,train
10908,Android Developer,test
10909,Data Analyst,train
10910,Network Engineer,train
10911,Prompt Engineer,test
10912,VLSI Engineer,train
10913,Research Scientist (AI),train
10914,Network Engineer,train
10915,IT Auditor,train
10916,React Native Developer,train
10917,React Developer,train
10918,Automation Engineer,train
10919,SEO Specialist,train
10920,Embedded Systems Engineer,test
10921,Computer and Information Research Scientist,train
10922,DevOps Engineer,train
10923,Full Stack Machine Learning Engineer,train
10924,Data Engineer,train
10925,Android Developer,test
10926,Site Reliability Engineer,train
10927,Digital Marketing Tech,test
10928,Low Code Developer,train
10929,Swift Developer,test
10930,Frontend Developer,test
10931,SOC Analyst,train
10932,Rust Developer,train
10933,Game Developer,train
10934,React Developer,train
10935,Computer Vision Engineer,train
10936,Cloud Engineer,train
10937,Python Developer,train
10938,R Developer,train
10939,IoT Engineer,train
10940,Electrical Engineer,train
10941,Digital Marketing Tech,train
10942,Low Code Developer,train
10943,Prompt Engineer,train
10944,GraphQL Developer,train
10945,Graphic Designer,train
10946,Data Engineer,test
10947,Product Manager,train
10948,IoT Developer,train
10949,Research Scientist (AI),test
10950,AWS Solutions Architect,train
10951,Signal Processing Engineer,train
10952,Swift Developer,train
10953,Data Scientist,train
10954,Product Designer,train
10955,Signal Processing Engineer,test
10956,AI Engineer,train
10957,Network Engineer,train
10958,IT Auditor,train
10959,Product Designer,train
10960,IT Support Specialist,train
10961,Cloud Data Engineer,train
10962,Network Security Engineer,train
10963,Low Code Developer,train
10964,Business Intelligence Developer,train
10965,iOS Developer,train
10966,Software Architect,train
10967,Penetration Tester,test
10968,Enterprise Architect,train
10969,Quantitative Analyst,train
10970,Electronics Engineer,train
10971,Cloud Security Engineer,train
10972,Blockchain Developer,test
10973,Cloud Security Engineer,train
10974,AI Engineer,train
10975,ERP Developer,train
10976,R Developer,train
10977,Ruby Developer,train
10978,Full Stack Machine Learning Engineer,train
10979,Site Reliability Engineer (SRE),train
10980,Technical Writer,train
10981,Digital Marketing Tech,train
10982,DevOps Engineer,test
10983,QA Engineer,train
10984,Computer Hardware Engineer,train
10985,Scrum Master,train
10986,Software Architect,train
10987,Python Developer,train
10988,Robotics Engineer,train
10989,SOC Analyst,train
10990,Business Analyst,train
10991,Fintech Developer,train
10992,GraphQL Developer,train
10993,Product Designer,train
10994,Signal Processing Engineer,train
10995,Cybersecurity Analyst,train
10996,Go Developer,train
10997,Cloud Security Engineer,test
10998,Helpdesk Technician,train
10999,AI Safety Engineer,train
11000,Network Engineer,train
11001,Signal Processing Engineer,train
11002,DevOps Engineer,train
11003,Automation Engineer,test
11004,Penetration Tester,train
11005,GraphQL Developer,train
11006,Automation Engineer,train
11007,UI/UX Designer,train
11008,NLP Engineer,train
11009,Network Engineer,train
11010,Signal Processing Engineer,train
11011,AWS Solutions Architect,train
11012,Helpdesk Technician,train
11013,GraphQL Developer,train
11014,Scrum Master,test
11015,.NET Developer,train
11016,Backend Developer,train
11017,Kubernetes Engineer,train
11018,Graphic Designer,train
11019,Python Developer,train
11020,Site Reliability Engineer,train
11021,VLSI Engineer,train
11022,Firmware Engineer,train
11023,IT Auditor,train
11024,Computer and Information Research Scientist,train
11025,NLP Engineer,train
11026,React Developer,train
11027,CTO,train
11028,Backend Developer,train
11029,Java Developer,train
11030,Machine Learning Engineer,test
11031,Research Scientist (AI),test
11032,Kubernetes Engineer,test
11033,AWS Solutions Architect,train
11034,Helpdesk Technician,train
11035,SEO Specialist,train
11036,DevSecOps Engineer,train
11037,IoT Developer,train
11038,IT Support Specialist,train
11039,Digital Marketing Tech,train
11040,Automation Engineer,test
11041,ERP Developer,train
11042,Network Engineer,train
11043,Python Developer,test
11044,.NET Developer,train
11045,UI/UX Designer,train
11046,Cloud Engineer,train
11047,Low Code Developer,train
11048,Penetration Tester,train
11049,SOC Analyst,train
11050,Site Reliability Engineer (SRE),train
11051,AR/VR Developer,train
11052,IoT Engineer,train
11053,Flutter Developer,train
11054,DevSecOps Engineer,train
11055,Cloud Security Engineer,test
11056,Python Developer,test
11057,Cloud Data Engineer,train
11058,Helpdesk Technician,train
11059,Research Scientist (AI),train
11060,Helpdesk Technician,train
11061,Helpdesk Technician,train
11062,IoT Engineer,test
11063,R Developer,train
11064,WordPress Developer,test
11065,IoT Developer,train
11066,Product Designer,test
11067,iOS/Android Cross Platform Developer,train
11068,SEO Specialist,train
11069,Prompt Engineer,train
11070,.NET Developer,train
11071,React Native Developer,test
11072,Data Engineer,train
11073,Business Analyst,train
11074,Data Scientist,train
11075,Embedded Systems Engineer,test
11076,Embedded Systems Engineer,test
11077,Full Stack Machine Learning Engineer,test
11078,IoT Engineer,train
11079,Computer Hardware Engineer,train
11080,Systems Administrator,test
11081,Python Developer,train
11082,Full Stack Machine Learning Engineer,train
11083,Application Security Engineer,train
11084,R Developer,train
11085,Research Scientist (AI),test
11086,Kubernetes Engineer,train
11087,Python Developer,train
11088,Flutter Developer,train
11089,Technical Writer,train
11090,IT Support Specialist,train
11091,IoT Engineer,train
11092,Cloud Data Engineer,train
11093,Low Code Developer,train
11094,Kubernetes Engineer,test
11095,Product Manager,train
11096,Cloud Engineer,train
11097,Low Code Developer,test
11098,Security Engineer,test
11099,Business Analyst,train
11100,AR/VR Developer,train
11101,React Native Developer,test
11102,Helpdesk Technician,train
11103,Signal Processing Engineer,train
11104,Go Developer,test
11105,Low Code Developer,train
11106,Java Developer,train
11107,Automation Engineer,test
11108,Security Engineer,train
11109,UI/UX Designer,train
11110,Frontend Developer,test
11111,iOS Developer,test
11112,Swift Developer,train
11113,AI Engineer,train
11114,Ruby Developer,train
11115,Firmware Engineer,train
11116,Blockchain Developer,train
11117,Site Reliability Engineer (SRE),train
11118,Network Engineer,train
11119,PHP Developer,test
11120,Database Administrator,train
11121,Rust Developer,train
11122,MLOps Engineer,train
11123,Product Designer,train
11124,Cybersecurity Analyst,train
11125,Product Designer,train
11126,Full Stack Machine Learning Engineer,train
11127,IT Auditor,train
11128,IoT Engineer,test
11129,Digital Marketing Tech,train
11130,COBOL Developer,test
11131,Computer and Information Research Scientist,train
11132,WordPress Developer,train
11133,AR/VR Developer,train
11134,Ruby Developer,train
11135,Cloud Engineer,test
11136,MLOps Engineer,train
11137,SOC Analyst,test
11138,Salesforce Developer,train
11139,Rust Developer,train
11140,Python Developer,train
11141,AI Engineer,train
11142,Software Architect,train
11143,NLP Engineer,train
11144,Business Analyst,train
11145,Network Engineer,train
11146,Salesforce Developer,train
11147,Python Developer,train
11148,Security Engineer,train
11149,Business Analyst,train
11150,Site Reliability Engineer,train
11151,VLSI Engineer,train
11152,NLP Engineer,train
11153,Technical Writer,test
11154,Research Scientist (AI),train
11155,IoT Developer,train
11156,Swift Developer,train
11157,AI Safety Engineer,test
11158,Penetration Tester,test
11159,QA Engineer,train
11160,IT Manager,test
11161,Data Governance Analyst,train
11162,WordPress Developer,train
11163,IT Manager,train
11164,QA Engineer,train
11165,Java Developer,train
11166,GraphQL Developer,train
11167,VLSI Engineer,train
11168,AR/VR Developer,train
11169,IT Support Specialist,train
11170,Kubernetes Engineer,train
11171,Technical Writer,test
11172,Cybersecurity Analyst,train
11173,Cloud Engineer,train
11174,Network Security Engineer,train
11175,VLSI Engineer,train
11176,React Developer,train
11177,Fintech Developer,train
11178,Network Security Engineer,train
11179,Platform Engineer,train
11180,SEO Specialist,test
11181,Business Analyst,train
11182,Penetration Tester,test
11183,AR/VR Developer,train
11184,Operations Research Analyst,train
11185,Python Developer,train
11186,Business Intelligence Developer,train
11187,Data Engineer,train
11188,VLSI Engineer,train
11189,AI Engineer,train
11190,AI Engineer,train
11191,Computer Hardware Engineer,train
11192,Swift Developer,train
11193,Fullstack Developer,train
11194,React Native Developer,train
11195,Frontend Developer,test
11196,Quantitative Analyst,test
11197,Network Engineer,train
11198,Research Scientist (AI),test
11199,Backend Developer,train
11200,CTO,test
11201,Frontend Developer,train
11202,Cloud Security Engineer,train
11203,Security Engineer,train
11204,Cybersecurity Analyst,train
11205,Software Architect,test
11206,Business Intelligence Developer,train
11207,CTO,test
11208,UI/UX Designer,train
11209,Automation Engineer,test
11210,Electrical Engineer,train
11211,IoT Engineer,train
11212,Helpdesk Technician,train
11213,Fullstack Developer,train
11214,Data Governance Analyst,train
11215,SOC Analyst,train
11216,Java Developer,train
11217,Electrical Engineer,train
11218,Game Developer,test
11219,Quantitative Analyst,test
11220,Database Administrator,train
11221,Ruby Developer,test
11222,UI/UX Designer,train
11223,UI/UX Designer,train
11224,VLSI Engineer,train
11225,Site Reliability Engineer,train
11226,Computer and Information Research Scientist,train
11227,Java Developer,train
11228,NLP Engineer,train
11229,Signal Processing Engineer,train
11230,Go Developer,train
11231,Fullstack Developer,train
11232,Prompt Engineer,train
11233,Site Reliability Engineer (SRE),train
11234,DevSecOps Engineer,train
11235,Game Developer,test
11236,Signal Processing Engineer,train
11237,DevOps Engineer,train
11238,Operations Research Analyst,test
11239,R Developer,train
11240,Business Intelligence Developer,test
11241,AWS Solutions Architect,test
11242,NLP Engineer,test
11243,Data Governance Analyst,test
11244,Fullstack Developer,test
11245,Network Security Engineer,test
11246,Site Reliability Engineer,train
11247,IT Support Specialist,train
11248,Network Security Engineer,train
11249,Low Code Developer,train
11250,React Native Developer,train
11251,CTO,train
11252,Electrical Engineer,train
11253,CTO,train
11254,Game Developer,train
11255,Ruby Developer,train
11256,VLSI Engineer,train
11257,Cloud Data Engineer,train
11258,Python Developer,train
11259,SOC Analyst,train
11260,AI Engineer,train
11261,Site Reliability Engineer,train
11262,MLOps Engineer,test
11263,Digital Marketing Tech,test
11264,.NET Developer,train
11265,Product Designer,train
11266,Signal Processing Engineer,test
11267,Graphic Designer,train
11268,React Native Developer,test
11269,Solutions Engineer,train
11270,Scrum Master,test
11271,Signal Processing Engineer,train
11272,iOS Developer,train
11273,Digital Marketing Tech,test
11274,SEO Specialist,train
11275,IT Support Specialist,train
11276,QA Engineer,train
11277,AI Safety Engineer,train
11278,Software Architect,train
11279,Digital Marketing Tech,train
11280,Product Designer,train
11281,Java Developer,test
11282,Computer Vision Engineer,train
11283,MLOps Engineer,train
11284,IoT Engineer,train
11285,Penetration Tester,test
11286,Prompt Engineer,test
11287,COBOL Developer,train
11288,Python Developer,train
11289,Technical Project Manager,train
11290,Computer Vision Engineer,test
11291,UI/UX Designer,test
11292,PHP Developer,train
11293,Quantitative Analyst,train
11294,Network Security Engineer,train
11295,React Developer,test
11296,SOC Analyst,train
11297,Data Scientist,train
11298,Go Developer,test
11299,Big Data Engineer,train
11300,Scala Developer,train
11301,NLP Engineer,train
11302,iOS/Android Cross Platform Developer,train
11303,Graphic Designer,test
11304,QA Engineer,train
11305,IT Support Specialist,test
11306,Application Security Engineer,test
11307,Software Architect,train
11308,ERP Developer,train
11309,AI Safety Engineer,train
11310,GraphQL Developer,train
11311,PHP Developer,train
11312,Robotics Engineer,test
11313,Flutter Developer,train
11314,Electrical Engineer,train
11315,IoT Engineer,train
11316,Digital Marketing Tech,train
11317,Machine Learning Engineer,train
11318,AR/VR Developer,train
11319,Quantitative Analyst,test
11320,IT Manager,train
11321,Cybersecurity Analyst,train
11322,Backend Developer,train
11323,Salesforce Developer,train
11324,Computer Vision Engineer,train
11325,Rust Developer,train
11326,Helpdesk Technician,test
11327,Java Developer,train
11328,React Native Developer,train
11329,Helpdesk Technician,test
11330,SEO Specialist,train
11331,Security Engineer,train
11332,Full Stack Machine Learning Engineer,train
11333,Site Reliability Engineer,train
11334,Flutter Developer,train
11335,Helpdesk Technician,train
11336,Electronics Engineer,test
11337,React Native Developer,train
11338,Backend Developer,train
11339,Network Security Engineer,train
11340,Software Architect,test
11341,MLOps Engineer,test
11342,Data Engineer,train
11343,Game Developer,train
11344,Digital Marketing Tech,train
11345,Python Developer,train
11346,Electronics Engineer,train
11347,Salesforce Developer,train
11348,Python Developer,test
11349,Embedded Systems Engineer,train
11350,IT Auditor,train
11351,Embedded Systems Engineer,train
11352,IoT Developer,train
11353,Frontend Developer,train
11354,Quantitative Analyst,train
11355,Blockchain Developer,train
11356,Cloud Security Engineer,test
11357,Database Administrator,train
11358,SOC Analyst,train
11359,Ruby Developer,train
11360,GraphQL Developer,train
11361,Systems Administrator,train
11362,IT Auditor,train
11363,IoT Developer,train
11364,Application Security Engineer,train
11365,Network Engineer,train
11366,Fullstack Developer,train
11367,Data Scientist,train
11368,IT Auditor,train
11369,Computer and Information Research Scientist,train
11370,Frontend Developer,test
11371,NLP Engineer,train
11372,Cloud Engineer,train
11373,Business Intelligence Developer,train
11374,Cloud Security Engineer,train
11375,Business Intelligence Developer,train
11376,Fintech Developer,train
11377,Business Intelligence Developer,train
11378,Penetration Tester,train
11379,Systems Administrator,train
11380,Firmware Engineer,train
11381,DevSecOps Engineer,train
11382,Cloud Engineer,train
11383,Network Engineer,train
11384,NLP Engineer,test
11385,Java Developer,train
11386,Graphic Designer,test
11387,Automation Engineer,train
11388,Computer Hardware Engineer,test
11389,Cloud Engineer,train
11390,SEO Specialist,test
11391,Go Developer,train
11392,UI/UX Designer,train
11393,Database Administrator,train
11394,Signal Processing Engineer,test
11395,Data Engineer,train
11396,Python Developer,train
11397,VLSI Engineer,train
11398,UI/UX Designer,train
11399,Research Scientist (AI),train
11400,Data Scientist,train
11401,Game Developer,train
11402,Cybersecurity Analyst,train
11403,Python Developer,train
11404,Scala Developer,train
11405,Operations Research Analyst,train
11406,Site Reliability Engineer,train
11407,Go Developer,test
11408,Android Developer,train
11409,Network Engineer,train
11410,IT Manager,train
11411,Computer Vision Engineer,test
11412,Helpdesk Technician,train
11413,SEO Specialist,train
11414,Data Scientist,train
11415,IT Support Specialist,test
11416,Data Engineer,train
11417,Electrical Engineer,train
11418,ERP Developer,test
11419,Cloud Engineer,train
11420,Electrical Engineer,train
11421,Full Stack Machine Learning Engineer,train
11422,Systems Administrator,train
11423,Operations Research Analyst,train
11424,Penetration Tester,train
11425,Technical Writer,train
11426,Research Scientist (AI),test
11427,IT Support Specialist,test
11428,Digital Marketing Tech,test
11429,Penetration Tester,train
11430,Cloud Engineer,train
11431,React Native Developer,train
11432,Robotics Engineer,test
11433,Penetration Tester,train
11434,Platform Engineer,train
11435,iOS/Android Cross Platform Developer,train
11436,PHP Developer,train
11437,React Native Developer,train
11438,Data Governance Analyst,train
11439,Business Intelligence Developer,test
11440,Robotics Engineer,test
