row_index,career,tsne_x,tsne_y
21867,PHP Developer,28.695917,7.855038
23119,PHP Developer,28.848145,7.903152
26596,PHP Developer,28.9163,7.9150004
32657,PHP Developer,28.968838,7.672952
37083,PHP Developer,28.794876,8.025062
42697,PHP Developer,28.724146,7.7554064
44402,PHP Developer,29.17641,7.8547425
5649,Penetration Tester,18.5649,-24.368788
16111,Penetration Tester,18.679308,-23.97598
23825,Penetration Tester,18.384953,-23.994453
24930,Penetration Tester,18.96003,-24.149265
28430,Penetration Tester,18.321737,-24.36803
34239,Penetration Tester,18.530397,-24.239618
41219,Penetration Tester,18.650696,-24.39852
42577,Penetration Tester,18.857351,-24.221308
44860,Penetration Tester,18.807287,-24.375095
45718,Penetration Tester,18.55939,-24.277126
4478,Platform Engineer,18.606695,-10.158456
14445,Platform Engineer,18.995296,-10.010085
17885,Platform Engineer,18.73523,-10.087777
18676,Platform Engineer,18.815054,-9.653849
21829,Platform Engineer,18.457205,-10.310442
30119,Platform Engineer,18.623299,-10.125344
40908,Platform Engineer,18.578892,-10.367267
43108,Platform Engineer,18.96441,-9.850928
44738,Platform Engineer,18.886965,-10.217386
45597,Platform Engineer,18.925726,-10.048901
3019,Product Designer,-20.886993,-2.3533998
19987,Product Designer,-20.90416,-1.9647983
21511,Product Designer,-20.683079,-2.4681282
24074,Product Designer,-21.031864,-2.338953
28088,Product Designer,-20.530302,-2.2352457
30913,Product Designer,-20.722584,-2.692139
31165,Product Designer,-20.717518,-2.3136606
35170,Product Designer,-21.044258,-2.0811944
36191,Product Designer,-20.711178,-2.1008267
41864,Product Designer,-20.98417,-1.9909921
34,Product Manager,-21.893766,1.3184209
3450,Product Manager,-22.072792,0.99213046
4597,Product Manager,-22.085861,0.85774547
5193,Product Manager,-21.716164,1.0383077
11940,Product Manager,-21.88088,0.92462367
12251,Product Manager,-22.242361,0.80602074
32007,Product Manager,-21.871868,1.1577038
40903,Product Manager,-22.093206,1.1269786
43764,Product Manager,-22.144457,1.2010231
44773,Product Manager,-22.197086,1.0243514
4345,Prompt Engineer,-11.95853,10.509517
6021,Prompt Engineer,-11.904936,10.405554
7416,Prompt Engineer,-11.825229,10.621899
7745,Prompt Engineer,-12.076886,10.404428
14692,Prompt Engineer,-11.636497,10.946635
14764,Prompt Engineer,-12.225138,10.8704
28135,Prompt Engineer,-12.0504675,10.970347
36988,Prompt Engineer,-12.223245,10.641404
41930,Prompt Engineer,-11.965952,10.488875
46501,Prompt Engineer,-11.970304,10.597835
6127,Python Developer,-3.836641,25.309076
10937,Python Developer,-3.7346568,25.597168
11288,Python Developer,-4.1900706,25.313185
14800,Python Developer,-4.2063293,25.642063
16601,Python Developer,-4.0207715,25.38476
19949,Python Developer,-3.922532,25.508331
21921,Python Developer,-4.2542243,25.514553
26246,Python Developer,-4.0319233,25.683748
32573,Python Developer,-4.1839285,25.306353
34096,Python Developer,-4.128111,25.660433
13046,QA Engineer,0.8423883,-3.707079
18672,QA Engineer,0.52289444,-3.7219245
20323,QA Engineer,1.0886096,-3.8495395
21856,QA Engineer,0.45617285,-3.8452048
24116,QA Engineer,0.78289795,-4.0515895
26919,QA Engineer,0.71679914,-4.06273
28766,QA Engineer,0.6783642,-3.6994286
29107,QA Engineer,0.7790881,-3.7210908
46009,QA Engineer,0.5531636,-3.9380283
47609,QA Engineer,0.936363,-4.0202174
5,Quantitative Analyst,-16.337511,27.462257
3443,Quantitative Analyst,-16.538616,27.316618
5489,Quantitative Analyst,-16.329763,27.179585
6325,Quantitative Analyst,-16.230515,27.631065
8726,Quantitative Analyst,-16.145157,27.51662
13733,Quantitative Analyst,-15.972556,27.261297
14022,Quantitative Analyst,-16.212046,27.579424
15201,Quantitative Analyst,-16.379416,27.581041
19385,Quantitative Analyst,-16.570848,27.228758
38459,Quantitative Analyst,-16.347866,27.556835
1073,R Developer,-18.464838,23.743277
2528,R Developer,-18.865107,23.686968
8226,R Developer,-18.826761,23.989227
9269,R Developer,-19.005514,23.732319
10439,R Developer,-18.417154,23.624376
11695,R Developer,-18.457705,23.817078
25173,R Developer,-18.517435,23.668125
28911,R Developer,-18.768707,23.917831
41173,R Developer,-18.670343,23.525993
45429,R Developer,-18.711927,23.588678
8558,React Developer,26.156713,15.740504
10353,React Developer,25.873993,15.6156225
18561,React Developer,26.250246,15.722209
23254,React Developer,26.402086,15.900691
25242,React Developer,26.29657,15.33037
30976,React Developer,26.241722,16.027016
32678,React Developer,26.444704,15.731778
37197,React Developer,25.928362,15.858608
37854,React Developer,26.097012,15.48018
46295,React Developer,26.297436,15.63781
5239,React Native Developer,24.595139,19.45937
6419,React Native Developer,25.041128,18.790337
9517,React Native Developer,24.96078,19.24028
15469,React Native Developer,24.650063,19.320831
22589,React Native Developer,25.032434,19.072224
22615,React Native Developer,24.786053,19.048426
29235,React Native Developer,24.974604,19.231197
29256,React Native Developer,24.68786,19.05538
35560,React Native Developer,24.752747,19.548704
42335,React Native Developer,24.851152,19.41966
17390,Research Scientist (AI),-14.400945,15.716542
18041,Research Scientist (AI),-14.387481,15.474005
28748,Research Scientist (AI),-14.721743,15.584951
29123,Research Scientist (AI),-14.60584,15.953636
31951,Research Scientist (AI),-14.359774,15.490682
38999,Research Scientist (AI),-14.2845125,15.684118
40288,Research Scientist (AI),-14.318238,15.552456
41631,Research Scientist (AI),-14.068458,16.057556
44127,Research Scientist (AI),-14.224111,15.811333
46687,Research Scientist (AI),-14.190179,15.663105
319,Robotics Engineer,-16.339693,-20.883879
4711,Robotics Engineer,-16.542513,-20.689892
6327,Robotics Engineer,-16.588778,-20.353838
12628,Robotics Engineer,-16.151659,-20.909447
19578,Robotics Engineer,-16.239864,-20.656694
21859,Robotics Engineer,-16.451305,-20.533081
26360,Robotics Engineer,-16.326643,-20.5232
28557,Robotics Engineer,-16.32261,-20.808846
31872,Robotics Engineer,-16.319864,-21.014368
43476,Robotics Engineer,-16.290499,-21.006466
5603,Ruby Developer,24.820858,7.8232
7014,Ruby Developer,25.278393,7.460634
9819,Ruby Developer,25.332607,7.8892956
10805,Ruby Developer,25.084396,7.476832
11672,Ruby Developer,25.04961,7.8430796
17457,Ruby Developer,25.223228,7.784264
26960,Ruby Developer,24.634403,7.410416
34187,Ruby Developer,25.0688,7.667106
37012,Ruby Developer,25.027533,7.5947747
46772,Ruby Developer,25.013897,7.5129514
1343,Rust Developer,-6.8941994,-17.51652
4622,Rust Developer,-7.040672,-17.232473
6646,Rust Developer,-6.74238,-17.480955
7759,Rust Developer,-6.868181,-17.633068
8592,Rust Developer,-6.979981,-17.223976
13795,Rust Developer,-6.998823,-17.382154
16387,Rust Developer,-6.7534986,-17.360374
35545,Rust Developer,-6.771874,-17.104454
36620,Rust Developer,-6.605692,-17.3566
36684,Rust Developer,-6.641391,-17.178083
17249,SEO Specialist,-26.011187,12.253044
21999,SEO Specialist,-26.022612,12.24908
24090,SEO Specialist,-25.79974,12.321578
27446,SEO Specialist,-25.567856,12.43834
29175,SEO Specialist,-25.791685,12.050721
30264,SEO Specialist,-25.6114,12.064742
32064,SEO Specialist,-25.655485,12.254487
34966,SEO Specialist,-25.88359,11.999664
44429,SEO Specialist,-25.900824,12.44768
47667,SEO Specialist,-26.084648,12.309733
8907,SOC Analyst,14.351366,-26.081532
15211,SOC Analyst,14.259938,-26.059425
22810,SOC Analyst,14.195825,-25.973011
24536,SOC Analyst,14.441876,-25.863354
24712,SOC Analyst,14.300828,-26.305317
26754,SOC Analyst,14.390813,-26.329687
32940,SOC Analyst,14.648334,-26.134481
33990,SOC Analyst,14.498827,-25.977907
34793,SOC Analyst,14.469934,-25.873402
44978,SOC Analyst,14.147984,-25.785547
5863,Salesforce Developer,-3.8414078,3.525246
7405,Salesforce Developer,-3.5573153,3.5883467
9268,Salesforce Developer,-3.3128302,3.503272
12574,Salesforce Developer,-3.3004973,3.4948907
20671,Salesforce Developer,-3.4677706,3.3327978
24307,Salesforce Developer,-3.7931488,3.6431365
25695,Salesforce Developer,-3.3938775,3.4803574
29721,Salesforce Developer,-3.837676,3.411407
42993,Salesforce Developer,-3.7388327,3.7168107
47726,Salesforce Developer,-3.7211962,3.4151719
1701,Scala Developer,9.368148,9.99813
3790,Scala Developer,9.438789,9.779821
19863,Scala Developer,9.597761,9.715254
22625,Scala Developer,9.398824,10.060153
26601,Scala Developer,9.689383,10.124726
28671,Scala Developer,9.653159,10.020704
32335,Scala Developer,9.644202,9.624465
33182,Scala Developer,9.499775,10.135013
34536,Scala Developer,9.379863,9.789592
46287,Scala Developer,9.7043,10.065422
5780,Scrum Master,-36.652306,-2.4055483
5856,Scrum Master,-36.26531,-2.447922
11624,Scrum Master,-36.41899,-2.7356558
19255,Scrum Master,-36.292267,-2.532668
22212,Scrum Master,-36.213078,-2.6742172
27845,Scrum Master,-36.624245,-2.6055243
37725,Scrum Master,-36.59948,-2.3522162
39416,Scrum Master,-36.490433,-2.2844625
44989,Scrum Master,-36.622578,-2.6212215
47741,Scrum Master,-36.34403,-2.6952684
4186,Security Engineer,19.838518,-28.663425
10610,Security Engineer,20.002125,-28.816204
26187,Security Engineer,19.304117,-28.769484
29606,Security Engineer,19.650948,-29.145483
35005,Security Engineer,19.538282,-29.216993
35924,Security Engineer,19.64542,-28.857878
40198,Security Engineer,19.809761,-29.093252
41336,Security Engineer,19.928352,-29.047401
45582,Security Engineer,19.536295,-28.681496
45683,Security Engineer,19.556122,-28.796297
690,Signal Processing Engineer,-20.099388,-24.716297
2911,Signal Processing Engineer,-20.233423,-24.963156
9768,Signal Processing Engineer,-19.89267,-24.804413
13957,Signal Processing Engineer,-20.271961,-24.635893
14999,Signal Processing Engineer,-20.15707,-24.544794
20999,Signal Processing Engineer,-19.945263,-24.728682
27335,Signal Processing Engineer,-20.308563,-24.815882
29016,Signal Processing Engineer,-20.026627,-24.669651
30700,Signal Processing Engineer,-20.13193,-24.883125
41470,Signal Processing Engineer,-20.007452,-24.912586
3238,Site Reliability Engineer,27.398565,-9.164568
4527,Site Reliability Engineer,27.306448,-8.937394
8278,Site Reliability Engineer,27.524126,-9.30795
15543,Site Reliability Engineer,26.89141,-9.029058
16792,Site Reliability Engineer,27.090885,-9.290806
17155,Site Reliability Engineer,27.388784,-8.913018
22879,Site Reliability Engineer,26.937973,-9.349474
23729,Site Reliability Engineer,27.482641,-9.058466
30255,Site Reliability Engineer,26.907555,-9.09958
33615,Site Reliability Engineer,27.011824,-9.072318
2713,Site Reliability Engineer (SRE),26.846905,-7.655355
11793,Site Reliability Engineer (SRE),26.762308,-7.5376096
19303,Site Reliability Engineer (SRE),27.125977,-6.9540434
22717,Site Reliability Engineer (SRE),26.866669,-7.2592044
24129,Site Reliability Engineer (SRE),27.193546,-7.4346533
24808,Site Reliability Engineer (SRE),27.120516,-7.583774
25297,Site Reliability Engineer (SRE),27.070507,-7.074696
26272,Site Reliability Engineer (SRE),27.111969,-7.217783
39879,Site Reliability Engineer (SRE),26.583559,-7.2997837
40616,Site Reliability Engineer (SRE),27.160473,-7.110555
6095,Software Architect,8.717469,1.2615161
13191,Software Architect,8.455735,1.0900701
26165,Software Architect,8.868169,1.4122878
28087,Software Architect,8.454122,1.459691
28110,Software Architect,8.316547,1.1576285
28683,Software Architect,8.594864,1.2150971
35997,Software Architect,8.837759,1.3894004
38060,Software Architect,8.509579,1.3975241
41319,Software Architect,8.420266,0.8987614
42825,Software Architect,8.661073,1.2848463
4567,Solutions Engineer,-14.136071,1.2088344
9503,Solutions Engineer,-14.128845,0.8912172
18536,Solutions Engineer,-14.265461,0.76547873
24358,Solutions Engineer,-14.185587,1.1340327
27144,Solutions Engineer,-14.308675,0.9131801
33851,Solutions Engineer,-13.894601,0.79235196
39335,Solutions Engineer,-14.3228855,0.9158295
42624,Solutions Engineer,-14.024541,0.73683316
44139,Solutions Engineer,-13.956106,1.0142053
46080,Solutions Engineer,-13.823233,1.0760889
5775,Swift Developer,21.444273,29.760876
5815,Swift Developer,21.748077,29.507643
6906,Swift Developer,21.459433,29.599228
9849,Swift Developer,21.878145,29.814594
11546,Swift Developer,21.416416,29.533978
21256,Swift Developer,21.936588,29.444809
27330,Swift Developer,21.64508,29.801575
28792,Swift Developer,21.811617,29.404482
37917,Swift Developer,21.72743,29.455242
47212,Swift Developer,21.655474,29.83702
12432,Systems Administrator,7.1627197,-22.266867
15851,Systems Administrator,7.1692963,-22.558132
19297,Systems Administrator,7.3489556,-22.673336
20395,Systems Administrator,7.557913,-22.632528
24429,Systems Administrator,6.9536653,-22.476887
37640,Systems Administrator,7.258583,-22.754045
40434,Systems Administrator,7.345422,-22.302742
42759,Systems Administrator,7.234989,-22.504868
42897,Systems Administrator,7.30703,-22.3934
43674,Systems Administrator,6.9532113,-22.428446
5170,Technical Project Manager,-34.67824,-0.6342752
7439,Technical Project Manager,-34.609997,-0.6474978
10021,Technical Project Manager,-34.66255,-0.2395178
13388,Technical Project Manager,-34.862076,-0.5895644
14870,Technical Project Manager,-35.07051,-0.6953177
15996,Technical Project Manager,-34.533127,-0.5060836
20705,Technical Project Manager,-34.872578,-0.66717905
25843,Technical Project Manager,-34.87294,-0.42244208
26673,Technical Project Manager,-34.808887,-0.3115197
27895,Technical Project Manager,-34.861485,-0.3800474
218,Technical Writer,-13.798565,-3.9046388
13760,Technical Writer,-13.740072,-4.0053463
20473,Technical Writer,-13.605471,-4.1468983
22977,Technical Writer,-13.702279,-4.235446
37090,Technical Writer,-13.587149,-4.113853
38761,Technical Writer,-13.363882,-3.9369924
42883,Technical Writer,-13.462281,-3.8016202
44282,Technical Writer,-13.490726,-4.190036
44334,Technical Writer,-13.650299,-4.010621
44638,Technical Writer,-13.500752,-4.0817347
1609,UI/UX Designer,-19.495092,-6.5187306
3462,UI/UX Designer,-19.573982,-6.675001
10160,UI/UX Designer,-19.494764,-6.673367
19643,UI/UX Designer,-19.474121,-6.198957
19712,UI/UX Designer,-19.155893,-6.281657
25270,UI/UX Designer,-19.435404,-6.0426383
34533,UI/UX Designer,-19.694721,-6.334819
34777,UI/UX Designer,-19.488298,-6.565754
44800,UI/UX Designer,-19.736311,-6.5617747
45294,UI/UX Designer,-19.530422,-6.6313047
2,VLSI Engineer,-13.259771,-22.797855
6901,VLSI Engineer,-12.995899,-22.737873
7357,VLSI Engineer,-13.04597,-22.640274
26511,VLSI Engineer,-13.078089,-22.750776
28253,VLSI Engineer,-13.029708,-22.95883
29954,VLSI Engineer,-13.358843,-22.921192
36078,VLSI Engineer,-13.412615,-22.98182
38992,VLSI Engineer,-13.290031,-22.98891
41527,VLSI Engineer,-13.276165,-22.71943
42434,VLSI Engineer,-13.102954,-23.066824
2976,WordPress Developer,28.141386,4.689399
3641,WordPress Developer,28.274338,4.5353336
6793,WordPress Developer,28.187151,4.448708
7364,WordPress Developer,27.872206,4.456801
8821,WordPress Developer,27.854681,4.364398
9002,WordPress Developer,28.400206,4.5085497
24518,WordPress Developer,28.304213,4.6152964
26620,WordPress Developer,28.251219,4.368883
32553,WordPress Developer,27.945742,4.4043894
45297,WordPress Developer,28.174364,4.644847
2134,iOS Developer,23.791504,28.472036
4544,iOS Developer,23.755152,28.984035
7557,iOS Developer,23.843412,28.724653
9035,iOS Developer,23.682688,28.610264
18843,iOS Developer,23.760098,28.53201
20644,iOS Developer,23.496685,28.457567
22517,iOS Developer,23.378609,28.588007
24405,iOS Developer,23.47389,28.61886
36627,iOS Developer,23.749723,28.450695
45402,iOS Developer,23.183313,28.552563
1785,iOS/Android Cross Platform Developer,23.726921,21.535564
1901,iOS/Android Cross Platform Developer,23.500368,22.063234
6062,iOS/Android Cross Platform Developer,23.850681,21.580517
7451,iOS/Android Cross Platform Developer,23.659105,22.067694
12857,iOS/Android Cross Platform Developer,23.366068,21.741375
15475,iOS/Android Cross Platform Developer,23.317871,21.680395
17216,iOS/Android Cross Platform Developer,23.623852,22.083176
22567,iOS/Android Cross Platform Developer,23.756702,21.821619
42627,iOS/Android Cross Platform Developer,23.152203,21.76697
46792,iOS/Android Cross Platform Developer,23.360853,21.815619
